"Entry ID","Lemma ID","Batch","List","Item","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Frequency (Native)","Frequency Sd (Native)","Frequency Z (Native)","Frequency N (Native)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency N (Nonnative)","Frequency Z (Nonnative)","Dominant English Translation","Sign Unknown (%)","English Translation Agreement (%)","Unknown To Participant (%) (Native)","English Name Agreement (%) (Native)","Unknown To Participant (%) (Nonnative)","English Name Agreement (%) (Nonnative)","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity SD","Iconicity Type","Deaf Signer Iconicity","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity N","Deaf Signer Iconicity Z","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","English Translation Agreement","Guess accuracy","Transparency","Transparency SD","Transparency Z","Lexical Class","Sign Onset (ms)","Sign Offset (ms)","Duration (ms)","Video Length (ms)","In CDI","CDI Semantic Category","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Handshape","Selected Fingers","Flexion","Flexion Change","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape M2","Selected Fingers M2","Flexion M2","Flexion Change M2","Spread M2","Spread Change M2","Thumb Position M2","Thumb Contact M2","Sign Type M2","Movement M2","Repeated Movement M2","Major Location M2","Minor Location M2","Second Minor Location M2","Contact M2","Nondominant Handshape M2","Wrist Twist M2","Handshape M3","Selected Fingers M3","Flexion M3","Flexion Change M3","Spread M3","Spread Change M3","Thumb Position M3","Thumb Contact M3","Signtype M3","Movement M3","Repeated Movement M3","Major Location M3","Minor Location M3","Second Minor Location M3","Contact M3","Nondominant Handshape M3","Wrist Twist M3","Handshape M4","Selected Fingers M4","Flexion M4","Flexion Change M4","Spread M4","Spread Change M4","Thumb Position M4","Thumb Contact M4","Sign Type M4","Movement M4","Repeated Movement M4","Major Location M4","Minor Location M4","Second Minor Location M4","Contact M4","Nondominant Handshape M4","Wrist Twist M4","Handshape M5","Selected Fingers M5","Flexion M5","Flexion Change M5","Spread M5","Spread Change M5","Thumb Position M5","Thumb Contact M5","Signtype M5","Movement M5","Repeated Movement M5","Major Location M5","Minor Location M5","Second Minor Location M5","Contact M5","Nondominant Handshape M5","Wrist Twist M5","Handshape M6","Selected Fingers M6","Flexion M6","Flexion Change M6","Spread M6","Spread Change M6","Thumb Position M6","Thumb Contact M6","Sign Type M6","Movement M6","Repeated Movement M6","Major Location M6","Minor Location M6","Second Minor Location M6","Contact M6","Nondominant Handshape M6","Wrist Twist M6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotatio Nfrequency","Phonotactic Probability","Parameter Neighborhood Density","Neighborhood Density","SignBank Reference ID","Age Of Acquisition","Age Of Acquisition (Empirical)"
"easel","easel","F","1","44","1.176","5","1.544","0.414","27","5.429","1.342","0.625","14","4.538","1.664","13","0.187","drawing","null","1","null","1","null","1","2.781","1.827","-0.462","32","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","534","1502","968","2169","No","null","null","null","null","1","i","p","Fully Open","null","null","Closed","null","Asymmetrical Different Handshape","Straight","1","Hand","Palm","Palm","1","B","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.077","0.025","0.457","0.033","0.409","0.791","0.446","0.622","null","null","0.684","0.343","0.836","-0.29","356","6","444","null","null"
"east","east","D","3","82","3.403","4.077","1.324","-0.017","26","4.375","1.025","0.101","16","3.6","1.647","10","-0.204","null","null","null","null","null","null","null","2.375","1.637","-0.31","24","null","Arbitrary","1.69","1.23","26","-0.72","1.56","0.92","-0.75","18","null","null","null","null","null","Noun","634","1335","701","2002","No","null","1","null","null","1","e","imrp","Bent","null","null","Closed","1","One Handed","Straight","null","Neutral","Neutral","Neutral","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.363","0.363","0.426","0.457","0.449","0.099","0.791","0.554","0.378","0.602","0.878","0.316","0.343","0.836","0.397","445","null","1290","null","null"
"easter","easter","E","3","32","2.583","3.1","2.006","-0.606","30","3","2.112","-0.758","14","3.188","1.974","16","-0.473","null","null","null","null","null","null","null","1.933","1.337","-0.778","30","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","567","1268","701","1869","No","null","1","null","null","1","e","imrp","Bent","null","null","Closed","1","Symmetrical Or Alternating","None","1","Neutral","Neutral","null","null","e","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","null","0.153","0.449","0.099","0.791","0.446","0.378","0.602","0.878","0.316","0.343","0.164","-0.23","127","null","2883","null","null"
"easy","easy","D","1","70","4.132","5.63","1.214","0.836","27","5.688","1.302","0.84","16","5.545","1.128","11","0.831","null","null","null","null","null","null","null","2","1.331","-0.479","36","null","Arbitrary","1.42","0.76","26","-0.85","1.39","0.78","-0.83","18","null","null","null","null","null","Adjective","467","1168","701","1869","No","null","null","null","null","1","open_b","imrp","Fully Open","null","null","Open","null","Asymmetrical Same Handshape","Straight","1","Hand","Finger Back","Hand Away","1","open_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.019","0.155","0.457","0.449","0.409","0.791","0.446","0.622","0.602","0.878","0.684","0.657","0.836","0.269","459","9","684","null","null"
"easy_to_do","easy_to_do","G","2","73","null","5.615","1.329","0.747","27","5.636","1.286","0.773","12","5.6","1.404","15","0.727","easy_to_do","0.037","0.962","0.083","0.909","null","1","2.781","1.68","-0.372","32","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","567","1635","1068","2336","No","null","null","null","null","1","open_b","imrp","Fully Open","1","null","Open","null","Asymmetrical Same Handshape","None","1","Hand","Finger Back","Hand Away","1","open_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.019","0.155","0.153","0.449","0.409","0.209","0.446","0.622","0.602","0.878","0.684","0.657","0.836","0.005","135","1","684","null","null"
"eat_1","eat","B","2","2","4.109","6.84","0.624","1.355","25","6.786","0.802","1.233","14","5.455","0.934","11","1.51","eat_1","null","0.8","null","0.857","null","0.727","6.1","1.125","1.641","30","null","Pantomimic","6.13","1.2","31","1.75","5.96","1.13","1.69","22","1.19","0.368","4.53","1.43","0.54","Verb","467","868","400","1502","Yes","Action Signs","null","null","null","1","o","imrp","Curved","null","null","Open","1","One Handed","Straight","1","Head","Mouth","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.046","null","0.457","0.449","0.225","0.791","0.446","0.622","0.602","0.878","0.316","0.657","0.836","0.233","354","5","399","19","14"
"eat_2","eat","B","3","82","4.109","6.68","0.557","1.245","25","6.857","0.363","1.284","14","6.909","0.302","11","1.194","eat_2","null","0.72","null","0.714","null","0.727","5.867","1.383","1.53","30","null","Pantomimic","6.29","1.07","31","1.83","6.18","1.1","1.8","22","1.31","0.737","5.42","1.31","0.95","Verb","334","734","400","1768","No","null","null","null","null","1","o","imrp","Curved","null","null","Open","1","One Handed","Straight","1","Head","Mouth","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.046","null","0.457","0.449","0.225","0.791","0.446","0.622","0.602","0.878","0.316","0.657","0.836","0.233","354","5","399","null","null"
"eclipse","eclipse","F","2","15","2.161","1.917","1.176","-1.289","27","1.917","1.311","-1.4","14","1.917","1.084","13","-1.177","null","0.111","null","0.143","null","0.077","null","3.129","1.962","-0.163","31","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","467","1502","1034","2135","No","null","null","null","null","1","curved_l","i","Curved","null","null","Open","null","Symmetrical Or Alternating","Straight","null","Neutral","Neutral","Neutral","1","curved_l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.457","0.261","0.225","0.791","0.554","0.622","null","null","0.684","0.657","0.836","0.455","455","1","null","null","null"
"edge","edge","E","3","99","3.079","2.889","1.45","-0.812","30","2.667","1.303","-0.97","14","3.067","1.58","16","-0.686","edge","0.1","0.308","0.143","0.455","0.063","0.2","4.563","1.825","0.515","16","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","467","1268","801","1869","No","null","null","null","null","1","open_b","imrp","Fully Open","null","null","Open","null","Asymmetrical Same Handshape","Straight","1","Hand","Finger Tip","null","1","open_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.023","null","0.457","0.449","0.409","0.791","0.446","0.622","0.602","0.878","0.684","0.657","0.836","0.213","459","10","null","null","null"
"edit_1","edit","F","1","68","1.892","3.852","1.61","-0.187","27","4.286","1.59","0.048","14","3.385","1.557","13","-0.44","edit","null","0.667","null","0.714","null","0.615","1.517","1.455","-1.03","29","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","501","1568","1068","2002","No","null","null","null","null","1","bent_1","i","Bent","null","null","Closed","null","Symmetrical Or Alternating","Straight","null","Neutral","Neutral","Neutral","null","bent_1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.457","0.261","0.099","0.791","0.554","0.378","null","null","0.684","0.343","0.164","-0.061","475","null","null","null","null"
